A,B,C,D,board start,board end,lvl,path
11,10,2,0,"D*C*******BA*** ","** *ABCD********",28,15,14,13,9,10,11,7,6,5,4,0,1,5,4,8,9,10,6,5,9,8,4,5,9,10,11,7,6
11,10,4,0,"D***C*****BA*** ","***A* B**C**D***",28,15,14,10,6,7,11,10,14,13,9,8,4,0,1,2,3,7,6,10,9,8,4,5,9,13,12,8,9
11,10,8,0,"D*******C*BA*** ","*A***B** C***D**",28,15,14,13,9,10,11,7,6,5,9,10,6,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9
11,12,2,0,"D*C********AB** ","** *ABCD********",28,15,14,10,11,7,6,5,4,0,1,5,4,8,12,13,9,10,6,5,9,8,4,5,9,10,11,7,6
11,12,6,0,"D*****C****AB** ","********ABCD* **",28,15,14,13,12,8,4,0,1,5,4,8,9,10,11,7,6,5,9,10,6,7,11,10,6,5,4,8,9
11,12,7,0,"D******C***AB** ","****ABCD** *****",28,15,14,10,11,7,6,5,4,0,1,5,4,8,12,13,9,10,6,5,9,8,4,5,9,10,11,7,6
11,12,8,0,"D*******C**AB** ","****ABCD *******",28,15,14,10,11,7,6,5,4,0,1,5,4,8,12,13,9,10,6,5,4,8,9,10,11,7,6,5,4
11,12,13,0,"D**********ABC* ","********ABCD* **",28,15,14,13,9,5,4,0,1,5,4,8,9,10,11,7,6,5,9,10,6,7,11,10,14,13,12,8,9
11,13,1,0,"DC*********A*B* ","***D**C* B**A***",28,15,14,10,11,7,6,2,1,0,4,5,6,2,1,5,9,10,11,7,3,2,1,0,4,8,9,13,12
11,13,2,0,"D*C********A*B* ","** *ABCD********",28,15,14,10,11,7,6,10,9,13,12,8,4,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6
11,13,4,0,"D***C******A*B* ","*A***B** C***D**",28,15,14,10,11,7,6,10,9,8,4,0,1,5,6,10,9,13,12,8,4,0,1,5,9,8,12,13,9
11,13,8,0,"D*******C**A*B* ","*A***B** C***D**",28,15,14,10,11,7,6,5,9,10,6,5,4,0,1,5,9,13,12,8,4,0,1,5,9,8,12,13,9
11,13,10,0,"D*********CA*B* ","***A**B* C**D***",28,15,14,13,9,10,6,7,11,10,14,13,9,8,4,0,1,2,3,7,6,10,9,8,4,5,9,13,12
11,13,12,0,"D**********ACB* ","**A***B***C** D*",28,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,11,7,6,10,14,13,9,5,1,2,6,10,14
11,14,4,1,"*D**C******A**B ","***D**C**B *A***",28,15,11,7,3,2,1,5,4,8,9,13,14,15,11,7,3,2,6,5,9,13,14,10,9,8,12,13,9
11,14,7,0,"D******C***A**B ","******* ABCD****",28,15,14,10,11,15,14,13,9,5,1,0,4,5,1,2,6,5,9,10,11,7,6,5,4,8,9,10,11
12,3,8,0,"D**B****C***A** ","***D**C**B *A***",28,15,11,10,9,8,4,5,1,0,4,5,6,7,3,2,1,5,6,7,3,2,1,5,9,10,6,5,9
12,3,13,0,"D**B********AC* ","***D* C**B**A***",28,15,11,10,9,13,14,10,9,5,1,0,4,5,6,2,3,7,6,2,1,5,6,7,3,2,6,10,9
13,3,5,0,"D**B*C*******A* ","***D* C**B**A***",28,15,11,10,6,2,3,7,6,5,1,0,4,8,12,13,9,10,6,2,1,5,6,7,3,2,6,10,9
13,3,11,0,"D**B*******C*A* ","**A***B **C***D*",28,15,14,10,9,5,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,6,10,11,7,3,2,6
13,7,8,0,"D******BC****A* ","*A***B** C***D**",28,15,11,10,9,13,14,10,6,7,3,2,1,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9
13,7,12,0,"D******B****CA* ","**A***B **C***D*",28,15,14,13,9,10,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,9,5,1,2,6
13,11,8,0,"D*******C**B*A* ","** D**C**B**A***",28,15,14,10,9,8,12,13,14,10,9,5,1,0,4,5,6,10,11,7,6,2,1,5,9,10,6,7,3
13,11,12,0,"D**********BCA* ","********** *ABCD",28,15,14,13,12,8,4,0,1,5,4,8,9,5,6,10,9,13,14,10,11,15,14,10,9,8,12,13,14
14,1,11,0,"DB*********C**A ","****ABCD** *****",28,15,11,10,14,15,11,7,6,10,14,13,9,5,6,2,1,0,4,5,6,2,1,5,6,2,3,7,6
14,2,11,0,"D*B********C**A ","*A***B***C **D**",28,15,11,10,14,15,11,7,6,2,1,0,4,5,1,2,6,10,9,5,6,2,1,5,6,10,14,13,9
14,2,12,0,"D*B*********C*A ","**A** B***C***D*",28,15,11,10,14,13,12,8,4,0,1,2,6,5,4,8,9,5,6,10,9,13,14,10,9,5,1,2,6
14,3,2,0,"D*CB**********A ","*A **B***C***D**",28,15,11,10,14,13,9,5,1,0,4,5,1,2,3,7,6,10,9,5,1,2,6,10,14,13,9,5,1
14,3,7,0,"D**B***C******A ","**A***B **C***D*",28,15,11,7,6,2,1,0,4,5,1,2,6,10,14,13,9,5,6,10,9,13,14,10,11,7,3,2,6
14,3,8,0,"D**B****C*****A ","*A***B** C***D**",28,15,11,10,14,13,9,5,1,0,4,5,1,2,3,7,6,10,9,5,6,2,1,5,6,10,14,13,9
14,3,9,0,"D**B*****C****A ","**A***B **C***D*",28,15,11,7,3,2,1,0,4,5,1,2,6,10,14,13,9,5,6,10,9,13,14,10,9,5,1,2,6
14,3,13,0,"D**B*********CA ","*A***B***C **D**",28,15,11,10,14,13,9,5,1,0,4,5,1,2,3,7,6,10,9,5,6,2,1,5,6,10,14,13,9
14,4,11,0,"D***B******C**A ","**A***B***C** D*",28,15,11,10,14,15,11,7,6,10,9,5,4,0,1,2,6,5,4,8,9,5,4,8,12,13,9,10,14
14,6,12,0,"D*****B*****C*A ","*A***B** C***D**",28,15,11,10,14,13,9,8,4,0,1,5,9,8,4,5,6,10,9,5,6,2,1,5,9,8,12,13,9
14,7,1,0,"DC*****B******A ","** *ABCD********",28,15,11,10,14,13,9,10,6,2,1,0,4,5,9,10,6,7,3,2,1,0,4,5,6,2,3,7,6
14,7,2,0,"D*C****B******A ","** *ABCD********",28,15,11,10,14,13,9,5,6,10,9,5,1,0,4,5,6,7,3,2,1,0,4,5,6,2,3,7,6
14,7,3,0,"D**C***B******A ","******* ABCD****",28,15,11,7,3,2,1,0,4,5,1,2,6,5,9,10,14,13,9,10,11,7,6,5,4,8,9,10,11
14,7,4,0,"D***C**B******A ","** A**B**C**D***",28,15,11,10,14,13,12,8,4,0,1,5,9,8,4,5,6,10,14,13,12,8,4,0,1,2,6,7,3
14,7,8,0,"D******BC*****A ","*A***B** C***D**",28,15,11,10,14,13,9,10,6,7,3,2,1,5,9,8,4,0,1,5,4,8,9,5,6,10,14,13,9
14,7,10,0,"D******B**C***A ","** D**C**B**A***",28,15,11,7,6,10,9,13,14,10,11,7,6,5,1,0,4,8,12,13,9,10,6,2,1,5,6,7,3
14,10,1,0,"DC********B***A ","***D* C**B**A***",28,15,11,10,9,13,14,10,11,7,3,2,1,0,4,8,12,13,9,10,6,2,1,5,6,7,3,2,6
14,10,2,0,"D*C*******B***A ","** *ABCD********",28,15,11,7,6,10,14,13,9,5,6,10,9,5,6,2,1,0,4,5,1,2,6,5,9,10,11,7,6
14,10,4,0,"D***C*****B***A ","***A**B* C**D***",28,15,11,10,14,13,9,8,4,0,1,5,9,8,4,5,6,10,11,7,6,2,3,7,6,10,14,13,12
14,10,8,0,"D*******C*B***A ","*A***B** C***D**",28,15,11,7,6,10,14,13,9,5,1,0,4,5,1,2,6,10,9,5,6,2,1,5,6,10,14,13,9
14,11,1,4,"*C**D******B**A ","***A**B**C *D***",28,15,14,10,9,8,4,5,1,2,3,7,11,15,14,13,12,8,9,5,6,7,11,10,6,2,3,7,6
14,11,13,0,"D**********B*CA ","**A***B***C** D*",28,15,11,10,14,15,11,7,6,5,4,0,1,5,4,8,9,5,6,10,14,13,9,5,1,2,6,10,14
14,12,8,0,"D*******C***B*A ","***D**C**B**A **",28,15,11,10,9,8,12,13,14,10,9,5,1,0,4,5,6,2,1,5,6,7,3,2,6,10,9,8,12
14,12,9,0,"D********C**B*A ","A***B***C***D **",28,15,11,10,14,13,9,10,6,5,4,0,1,5,9,8,4,5,9,8,12,13,9,5,1,0,4,8,12
14,13,4,0,"D***C********BA ","***D* C**B**A***",28,15,11,10,9,13,14,10,6,5,4,0,1,5,4,8,12,13,14,10,6,5,1,2,6,7,3,2,6
14,13,8,0,"D*******C****BA ","********ABCD* **",28,15,11,10,9,8,4,0,1,5,4,8,9,5,6,10,9,8,12,13,14,15,11,10,9,13,12,8,9
