A,B,C,D,board start,board end,lvl,path
2,5,9,12,"**A**B***C**D** ","***A* B**C**D***",6,15,11,7,3,2,6
2,5,11,10,"**A**B****DC*** ","**A** B***C***D*",6,15,14,10,11,7,6
2,6,9,11,"**A***B**C*D*** ","**A***B***C***D ",6,15,11,10,9,13,14
2,6,13,9,"**A***B**D***C* ","**A***B***C** D*",6,15,14,13,9,10,14
2,6,13,14,"**A***B******CD ","**A***B***C***D ",6,15,14,13,9,10,14
2,7,6,13,"**A***CB*****D* ","**A***B **C***D*",6,15,14,13,9,10,6
2,7,9,10,"**A****B*CD**** ","**A***B **C***D*",6,15,14,10,9,5,6
2,7,9,12,"**A****B*C**D** ","** A**B**C**D***",6,15,14,10,6,7,3
2,7,9,14,"**A****B*C****D ","**A***B **C***D*",6,15,11,10,9,5,6
2,7,10,13,"**A****B**C**D* ","**A***B **C***D*",6,15,14,13,9,5,6
2,10,9,12,"**A******CB*D** ","***A**B**C *D***",6,15,11,7,3,2,6
2,10,14,11,"**A*******BD**C ","**A***B***C***D ",6,15,11,7,6,10,14
2,10,14,13,"**A*******B**DC ","**A***B***C** D*",6,15,11,7,6,10,14
3,2,5,12,"**BA*C******D** ","** A**B**C**D***",6,15,14,13,9,5,6
3,2,10,12,"**BA******C*D** ","** A**B**C**D***",6,15,14,13,9,10,6
3,5,6,12,"***A*BC*****D** ","***A**B**C *D***",6,15,14,10,6,5,9
3,5,8,12,"***A*B**C***D** ","***A**B* C**D***",6,15,14,10,6,5,9
3,5,10,12,"***A*B****C*D** ","***A* B**C**D***",6,15,14,13,9,10,6
3,5,13,12,"***A*B******DC* ","***A**B**C**D **",6,15,14,10,6,5,9
3,6,5,8,"***A*CB*D****** ","***A* B**C**D***",6,15,14,13,12,8,9
3,6,8,9,"***A**B*CD***** ","***A**B**C**D **",6,15,14,13,9,8,12
3,6,8,13,"***A**B*C****D* ","***A**B**C**D **",6,15,14,10,9,8,12
3,6,10,8,"***A**B*D*C**** ","***A**B**C *D***",6,15,14,13,12,8,9
3,6,12,8,"***A**B*D***C** ","***A**B**C**D **",6,15,14,13,12,8,9
3,6,13,8,"***A**B*D****C* ","***A**B* C**D***",6,15,14,10,9,13,12
3,6,14,12,"***A**B*****D*C ","***A**B**C *D***",6,15,11,10,14,13,9
3,7,5,12,"***A*C*B****D** ","***A**B *C**D***",6,15,14,13,9,5,6
3,7,10,12,"***A***B**C*D** ","***A**B *C**D***",6,15,14,13,9,10,6
3,9,5,12,"***A*C***B**D** ","***A**B**C *D***",6,15,14,10,9,5,6
3,10,5,12,"***A*C****B*D** ","***A**B**C *D***",6,15,14,13,9,5,6
3,10,6,11,"***A**C***BD*** ","***A***B** C***D",6,15,11,10,6,7,11
3,10,8,12,"***A****C*B*D** ","***A**B* C**D***",6,15,11,7,6,10,9
3,10,13,12,"***A******B*DC* ","***A**B**C**D **",6,15,11,7,6,10,9
3,11,6,14,"***A**C****B**D ","***A***B** C***D",6,15,14,10,6,7,11
3,11,9,12,"***A*****C*BD** ","***A**B**C *D***",6,15,14,10,11,7,6
4,5,10,3,"***DAB****C**** ","****ABCD** *****",6,15,11,7,3,2,6
4,5,11,6,"****ABD****C*** ","****ABCD** *****",6,15,14,10,11,7,6
4,6,2,7,"**C*A*BD******* ","** *ABCD********",6,15,14,13,9,5,6
4,6,9,7,"****A*BD*C***** ","****ABCD** *****",6,15,14,10,9,5,6
4,6,10,7,"****A*BD**C**** ","****ABCD** *****",6,15,14,13,9,5,6
6,2,9,12,"**B***A**C**D** ","***A**B *C**D***",6,15,11,7,6,2,3
6,3,10,14,"***B**A***C***D ","**A***B **C***D*",6,15,11,7,3,2,6
6,5,10,14,"*****BA***C***D ","**A** B***C***D*",6,15,11,7,3,2,6
7,2,9,12,"**B****A*C**D** ","***A**B *C**D***",6,15,14,10,6,2,3
8,4,5,6,"****BCD*A****** ","****ABCD *******",6,15,11,7,6,5,4
8,4,5,7,"****BC*DA****** ","****ABCD *******",6,15,14,10,6,5,4
8,4,6,7,"****B*CDA****** ","****ABCD *******",6,15,14,13,9,5,4
8,5,6,3,"***D*BC*A****** ","***D* C**B**A***",6,15,14,13,12,8,9
8,5,9,7,"*****B*DAC***** ","***** **ABCD****",6,15,11,7,6,10,9
8,5,14,10,"*****B**A*D***C ","***** **ABCD****",6,15,11,10,14,13,9
8,9,6,14,"******C*AB****D ","********ABCD*** ",6,15,14,10,6,7,11
8,9,7,6,"******DCAB***** ","******* ABCD****",6,15,11,7,6,10,11
8,9,7,11,"*******CAB*D*** ","********ABCD*** ",6,15,11,7,6,10,11
8,10,6,3,"***D**C*A*B**** ","***D**C**B *A***",6,15,14,13,12,8,9
8,10,11,7,"*******DA*BC*** ","******* ABCD****",6,15,14,13,9,10,11
8,10,11,14,"********A*BC**D ","********ABCD*** ",6,15,14,13,9,10,11
8,12,6,3,"***D**C*A***B** ","***D**C**B**A **",6,15,14,13,12,8,9
8,12,10,14,"********A*C*B*D ","******** ***ABCD",6,15,14,10,9,13,12
8,12,13,11,"********A**DBC* ","******** ***ABCD",6,15,11,10,14,13,12
8,12,14,11,"********A**DB*C ","******** ***ABCD",6,15,11,10,9,13,12
8,13,6,3,"***D**C*A****B* ","***D**C* B**A***",6,15,14,10,9,13,12
8,13,6,10,"******C*A*D**B* ","********ABCD* **",6,15,11,10,6,5,9
8,13,6,11,"******C*A**D*B* ","********ABCD* **",6,15,14,10,6,5,9
8,13,9,7,"*******DAC***B* ","********ABCD* **",6,15,11,7,6,10,9
8,13,10,7,"*******DA*C**B* ","********ABCD* **",6,15,11,7,6,5,9
9,5,10,11,"*****B***ACD*** ","***** **ABCD****",6,15,14,13,12,8,9
9,8,6,3,"***D**C*BA***** ","***D**C**B**A **",6,15,14,13,9,8,12
9,12,10,11,"*********ACDB** ","********ABCD* **",6,15,14,13,12,8,9
12,5,2,3,"**CD*B******A** ","** D**C**B**A***",6,15,14,13,9,5,6
12,5,7,3,"***D*B*C****A** ","***D**C *B**A***",6,15,14,13,9,5,6
12,5,9,3,"***D*B***C**A** ","***D**C**B *A***",6,15,14,10,9,5,6
12,5,10,3,"***D*B****C*A** ","***D**C**B *A***",6,15,14,13,9,5,6
12,6,5,3,"***D*CB*****A** ","***D**C**B *A***",6,15,14,10,6,5,9
12,8,5,3,"***D*C**B***A** ","***D**C* B**A***",6,15,14,10,6,5,9
12,8,10,3,"***D****B*C*A** ","***D**C* B**A***",6,15,11,7,6,10,9
12,9,2,6,"**C***D**B**A** ","***D**C *B**A***",6,15,11,7,6,2,3
12,9,2,7,"**C****D*B**A** ","***D**C *B**A***",6,15,14,10,6,2,3
12,9,3,2,"**DC*****B**A** ","***D**C *B**A***",6,15,11,7,3,2,6
12,9,5,2,"**D**C***B**A** ","***D* C**B**A***",6,15,11,7,3,2,6
12,9,7,2,"**D****C*B**A** ","** D**C**B**A***",6,15,14,10,6,7,3
12,9,10,2,"**D******BC*A** ","***D**C**B *A***",6,15,11,7,3,2,6
12,9,11,3,"***D*****B*CA** ","***D**C**B *A***",6,15,14,10,11,7,6
12,10,2,3,"**CD******B*A** ","** D**C**B**A***",6,15,14,13,9,10,6
12,10,5,3,"***D*C****B*A** ","***D* C**B**A***",6,15,14,13,9,10,6
12,10,7,3,"***D***C**B*A** ","***D**C *B**A***",6,15,14,13,9,10,6
12,10,9,14,"*********CB*A*D ","********** *ABCD",6,15,14,10,9,13,14
12,13,5,3,"***D*C******AB* ","***D**C**B**A **",6,15,14,10,6,5,9
12,13,10,3,"***D******C*AB* ","***D**C**B**A **",6,15,11,7,6,10,9
12,14,6,3,"***D**C*****A*B ","***D**C**B *A***",6,15,11,10,14,13,9
12,14,9,11,"*********C*DA*B ","********** *ABCD",6,15,11,10,9,13,14
13,8,6,3,"***D**C*B****A* ","***D**C**B**A **",6,15,14,10,9,8,12
