A,B,C,D,board start,board end,lvl,path
1,0,4,12,"BA**C*******D** ","A **B***C***D***",7,15,14,13,9,8,4,0
1,0,8,12,"BA******C***D** ","A **B***C***D***",7,15,14,13,9,5,4,0
1,2,6,13,"*AB***C******D* ","* A***B***C***D*",7,15,14,13,9,10,6,2
1,2,9,10,"*AB******CD**** ","* A***B***C***D*",7,15,14,10,9,5,6,2
1,2,9,14,"*AB******C****D ","* A***B***C***D*",7,15,11,10,9,5,6,2
1,2,10,13,"*AB*******C**D* ","* A***B***C***D*",7,15,14,13,9,5,6,2
1,2,11,10,"*AB*******DC*** ","* A***B***C***D*",7,15,14,10,11,7,6,2
1,4,5,12,"*A**BC******D** ","*A** B***C***D**",7,15,14,13,12,8,9,5
1,4,6,11,"*A**B*C****D*** ","A ***B****C****D",7,15,11,10,6,5,4,0
1,4,6,14,"*A**B*C*******D ","A ***B****C****D",7,15,14,10,6,5,4,0
1,4,9,11,"*A**B****C*D*** ","A ***B****C****D",7,15,11,10,9,5,4,0
1,4,9,14,"*A**B****C****D ","A ***B****C****D",7,15,14,10,9,5,4,0
1,4,10,9,"*A**B****DC**** ","*A** B***C***D**",7,15,14,13,9,10,6,5
1,4,10,11,"*A**B*****CD*** ","A ***B****C****D",7,15,11,7,6,5,4,0
1,4,10,14,"*A**B*****C***D ","A ***B****C****D",7,15,14,13,9,5,4,0
1,5,8,10,"*A***B**C*D**** ","*A***B***C***D *",7,15,14,10,9,8,12,13
1,5,8,14,"*A***B**C*****D ","*A***B***C***D *",7,15,11,10,9,8,12,13
1,5,9,11,"*A***B***C*D*** ","A ***B****C****D",7,15,11,10,9,8,4,0
1,5,9,14,"*A***B***C****D ","A ***B****C****D",7,15,14,10,9,8,4,0
1,5,10,14,"*A***B****C***D ","A ***B****C****D",7,15,14,13,12,8,4,0
1,5,12,8,"*A***B**D***C** ","*A***B***C** D**",7,15,14,13,12,8,9,13
1,5,12,13,"*A***B******CD* ","*A***B***C***D *",7,15,14,13,12,8,9,13
1,6,5,12,"*A***CB*****D** ","*A***B **C***D**",7,15,14,13,12,8,9,5
1,6,8,9,"*A****B*CD***** ","*A***B **C***D**",7,15,14,13,9,8,4,5
1,6,8,13,"*A****B*C****D* ","*A***B **C***D**",7,15,14,10,9,8,4,5
1,6,9,12,"*A****B**C**D** ","*A***B **C***D**",7,15,14,13,12,8,4,5
1,6,11,10,"*A****B***DC*** ","* A***B***C***D*",7,15,14,10,11,7,3,2
1,7,6,10,"*A****CB**D**** ","* A***B***C***D*",7,15,14,10,6,7,3,2
1,7,6,14,"*A****CB******D ","* A***B***C***D*",7,15,11,10,6,7,3,2
1,9,13,10,"*A*******BD**C* ","*A***B***C***D *",7,15,14,10,6,5,9,13
1,9,13,12,"*A*******B**DC* ","*A***B***C** D**",7,15,14,10,6,5,9,13
1,9,13,14,"*A*******B***CD ","*A***B***C***D *",7,15,11,10,6,5,9,13
1,10,5,13,"*A***C****B**D* ","*A***B **C***D**",7,15,11,7,6,10,9,5
2,5,7,14,"**A**B*C******D ","**A***B***C **D*",7,15,11,7,6,5,9,10
2,6,10,9,"**A***B**DC**** ","**A***B***C **D*",7,15,11,10,9,13,14,10
2,6,11,9,"**A***B**D*C*** ","**A***B***C **D*",7,15,14,10,9,13,14,10
2,9,5,10,"**A**C***BD**** ","**A***B** C***D*",7,15,14,10,9,5,6,10
2,9,5,14,"**A**C***B****D ","**A***B** C***D*",7,15,11,10,9,5,6,10
2,9,10,14,"**A******BC***D ","**A***B***C **D*",7,15,11,10,9,5,6,10
2,9,11,10,"**A******BDC*** ","**A***B***C **D*",7,15,14,10,9,5,6,10
2,10,5,13,"**A**C****B**D* ","**A***B** C***D*",7,15,14,13,9,5,6,10
2,10,11,13,"**A*******BC*D* ","**A***B***C **D*",7,15,14,13,9,5,6,10
2,11,7,10,"**A****C**DB*** ","**A***B***C **D*",7,15,14,10,11,7,6,10
2,11,9,10,"**A******CDB*** ","**A***B** C***D*",7,15,14,10,11,7,6,10
3,2,6,13,"**BA**C******D* ","**A **B***C***D*",7,15,14,13,9,10,6,2
3,2,9,10,"**BA*****CD**** ","**A **B***C***D*",7,15,14,10,9,5,6,2
3,2,9,14,"**BA*****C****D ","**A **B***C***D*",7,15,11,10,9,5,6,2
3,2,10,13,"**BA******C**D* ","**A **B***C***D*",7,15,14,13,9,5,6,2
3,2,11,10,"**BA******DC*** ","**A **B***C***D*",7,15,14,10,11,7,6,2
3,5,6,10,"***A*BC***D**** ","**A **B***C***D*",7,15,14,10,6,5,1,2
3,5,6,14,"***A*BC*******D ","**A **B***C***D*",7,15,11,10,6,5,1,2
3,5,10,14,"***A*B****C***D ","**A **B***C***D*",7,15,11,7,6,5,1,2
3,6,7,10,"***A**BC**D**** ","***A** B***C***D",7,15,11,10,14,15,11,7
3,6,9,10,"***A**B**CD**** ","**A **B***C***D*",7,15,14,10,9,5,1,2
3,6,9,14,"***A**B**C****D ","**A **B***C***D*",7,15,11,10,9,5,1,2
3,6,10,13,"***A**B***C**D* ","**A **B***C***D*",7,15,14,13,9,5,1,2
3,6,11,14,"***A**B****C**D ","***A***B***C** D",7,15,11,7,6,10,11,15
3,7,14,13,"***A***B*****DC ","***A***B***C** D",7,15,14,13,9,10,11,15
3,10,11,14,"***A******BC**D ","***A***B***C** D",7,15,11,10,6,7,11,15
3,11,14,10,"***A******DB**C ","***A***B***C** D",7,15,14,10,6,7,11,15
4,0,1,2,"BCD*A********** ","ABCD ***********",7,15,11,7,3,2,1,0
4,0,1,3,"BC*DA********** ","ABCD ***********",7,15,14,10,6,2,1,0
4,0,2,3,"B*CDA********** ","ABCD ***********",7,15,14,13,9,5,1,0
4,1,5,3,"*B*DAC********* ","* **ABCD********",7,15,11,7,3,2,6,5
4,1,6,11,"*B**A*C****D*** ","A*** B****C****D",7,15,11,10,6,5,1,0
4,1,6,14,"*B**A*C*******D ","A*** B****C****D",7,15,14,10,6,5,1,0
4,1,9,11,"*B**A****C*D*** ","A*** B****C****D",7,15,11,10,9,5,1,0
4,1,9,14,"*B**A****C****D ","A*** B****C****D",7,15,14,10,9,5,1,0
4,1,10,6,"*B**A*D***C**** ","* **ABCD********",7,15,11,7,6,10,9,5
4,1,10,11,"*B**A*****CD*** ","A*** B****C****D",7,15,11,7,6,5,1,0
4,1,10,14,"*B**A*****C***D ","A*** B****C****D",7,15,14,13,9,5,1,0
4,5,2,10,"**C*AB****D**** ","****ABCD*** ****",7,15,11,10,6,2,3,7
4,5,2,11,"**C*AB*****D*** ","****ABCD*** ****",7,15,14,10,6,2,3,7
4,5,3,2,"**DCAB********* ","*** ABCD********",7,15,11,7,3,2,6,7
4,5,3,7,"***CAB*D******* ","****ABCD*** ****",7,15,11,7,3,2,6,7
4,5,6,11,"****ABC****D*** ","A*** B****C****D",7,15,11,10,6,2,1,0
4,5,6,14,"****ABC*******D ","A*** B****C****D",7,15,14,10,6,2,1,0
4,5,10,11,"****AB****CD*** ","A*** B****C****D",7,15,11,7,6,2,1,0
4,6,7,3,"***DA*BC******* ","*** ABCD********",7,15,14,13,9,5,6,7
4,6,7,10,"****A*BC**D**** ","****ABCD*** ****",7,15,11,10,9,5,6,7
4,6,7,11,"****A*BC***D*** ","****ABCD*** ****",7,15,14,13,9,5,6,7
4,8,6,10,"****A*C*B*D**** ","**** ***ABCD****",7,15,11,10,6,5,9,8
4,8,6,11,"****A*C*B**D*** ","**** ***ABCD****",7,15,14,10,6,5,9,8
4,8,9,7,"****A**DBC***** ","**** ***ABCD****",7,15,11,7,6,10,9,8
4,8,10,7,"****A**DB*C**** ","**** ***ABCD****",7,15,11,7,6,5,9,8
4,8,14,10,"****A***B*D***C ","**** ***ABCD****",7,15,11,10,14,13,9,8
4,9,2,6,"**C*A*D**B***** ","****ABCD* ******",7,15,11,7,6,2,1,5
4,9,2,7,"**C*A**D*B***** ","****ABCD* ******",7,15,14,10,6,2,1,5
4,9,5,3,"***DAC***B***** ","****ABCD* ******",7,15,11,7,3,2,6,5
4,9,6,3,"***DA*C**B***** ","****ABCD* ******",7,15,11,7,3,2,1,5
4,9,14,10,"****A****BD***C ","**** ***ABCD****",7,15,11,10,14,13,12,8
4,10,5,7,"****AC*D**B**** ","****ABCD* ******",7,15,14,13,9,10,6,5
4,13,9,10,"****A****CD**B* ","**** ***ABCD****",7,15,11,10,9,13,12,8
4,13,9,11,"****A****C*D*B* ","**** ***ABCD****",7,15,14,10,9,13,12,8
5,1,6,7,"*B***ACD******* ","* **ABCD********",7,15,14,13,12,8,4,5
5,2,9,13,"**B**A***C***D* ","*A***B **C***D**",7,15,14,10,6,2,1,5
5,4,9,13,"****BA***C***D* ","*A** B***C***D**",7,15,14,10,6,2,1,5
5,6,9,13,"*****AB**C***D* ","*A***B **C***D**",7,15,11,7,3,2,1,5
5,8,6,7,"*****ACDB****** ","****ABCD* ******",7,15,14,13,9,8,4,5
5,9,6,7,"*****ACD*B***** ","****ABCD* ******",7,15,14,13,12,8,4,5
6,2,7,11,"**B***AC***D*** ","***A** B***C***D",7,15,11,7,6,2,3,7
6,10,7,14,"******AC**B***D ","**A***B***C **D*",7,15,11,7,3,2,6,10
6,10,9,14,"******A**CB***D ","**A***B** C***D*",7,15,11,7,3,2,6,10
7,2,10,11,"**B****A**CD*** ","***A** B***C***D",7,15,11,10,6,2,3,7
7,2,11,14,"**B****A***C**D ","***A** B***C***D",7,15,14,10,6,2,3,7
8,5,13,11,"*****B**A**D*C* ","********ABCD** *",7,15,14,13,9,5,6,10
8,6,5,10,"*****CB*A*D**** ","****** *ABCD****",7,15,11,10,6,5,9,10
8,6,5,11,"*****CB*A**D*** ","****** *ABCD****",7,15,14,10,6,5,9,10
8,6,10,11,"******B*A*CD*** ","********ABCD** *",7,15,14,10,6,5,9,10
8,6,14,10,"******B*A*D***C ","********ABCD** *",7,15,11,10,6,5,9,10
8,9,10,6,"******D*ABC**** ","********ABCD** *",7,15,14,10,6,7,11,10
8,9,14,6,"******D*AB****C ","********ABCD** *",7,15,11,10,6,7,11,10
8,10,5,7,"*****C*DA*B**** ","****** *ABCD****",7,15,11,7,6,5,9,10
8,10,14,7,"*******DA*B***C ","********ABCD** *",7,15,11,7,6,5,9,10
8,14,6,10,"******C*A*D***B ","****** *ABCD****",7,15,11,10,14,13,9,10
8,14,13,10,"********A*D**CB ","********ABCD** *",7,15,11,10,14,13,9,10
9,8,13,14,"********BA***CD ","********* **ABCD",7,15,14,13,9,8,12,13
9,10,6,11,"******C**ABD*** ","****** *ABCD****",7,15,14,13,12,8,9,10
9,10,13,11,"*********ABD*C* ","********ABCD** *",7,15,14,13,12,8,9,10
12,5,9,10,"*****B***CD*A** ","********ABCD ***",7,15,11,10,9,5,4,8
12,5,9,11,"*****B***C*DA** ","********ABCD ***",7,15,14,10,9,5,4,8
12,5,10,11,"*****B****CDA** ","********ABCD ***",7,15,14,13,9,5,4,8
12,8,6,10,"******C*B*D*A** ","********ABCD ***",7,15,11,10,6,5,9,8
12,8,6,11,"******C*B**DA** ","********ABCD ***",7,15,14,10,6,5,9,8
12,8,9,7,"*******DBC**A** ","********ABCD ***",7,15,11,7,6,10,9,8
12,8,10,7,"*******DB*C*A** ","********ABCD ***",7,15,11,7,6,5,9,8
12,8,14,10,"********B*D*A*C ","********ABCD ***",7,15,11,10,14,13,9,8
12,9,6,10,"******C**BD*A** ","********ABCD ***",7,15,11,10,6,5,4,8
12,9,6,11,"******C**B*DA** ","********ABCD ***",7,15,14,10,6,5,4,8
12,9,10,7,"*******D*BC*A** ","********ABCD ***",7,15,11,7,6,5,4,8
12,9,13,10,"*********BD*AC* ","********* **ABCD",7,15,14,10,11,15,14,13
12,9,14,11,"*********B*DA*C ","*********** ABCD",7,15,14,13,9,10,14,15
12,10,14,11,"**********BDA*C ","*********** ABCD",7,15,14,10,9,13,14,15
12,13,11,7,"*******D***CAB* ","*********** ABCD",7,15,11,7,6,10,14,15
12,14,11,10,"**********DCA*B ","*********** ABCD",7,15,11,10,9,13,14,15
13,8,10,14,"********B*C**AD ","********* **ABCD",7,15,14,10,9,8,12,13
13,8,14,11,"********B**D*AC ","********* **ABCD",7,15,11,10,9,8,12,13
